u1 u2 z1 z2 r1 r2 t1 t2 m1 m2 q1 q2 c1 c2 d1 d2 o1 o2 f1 f2 s1 s2 s1 s2 
0.29461710583228906 0.09129069355205688 0.06297273962860984 -0.5197452039315229 0.06258187228239809 0.5352314504196 0.16756355510991738 0.2746807638284511 0.03125256450474734 0.061429765428979495 -0.19646429388548547 0.9957502514717838 -1.0514583845123724 -1.0116458750175117 -0.04413455825289958 -0.056378936878951194 -0.11436756414150259 -0.02267583283531037 0.0 -0.17197068719955108 2.0 0.7116175701490594 1.0 2.0 
0.7683318082571845 0.6200336846842753 0.5291375549372092 0.7018844902361571 1.4363870920557331 0.25681907819986505 0.3486881906112902 0.38804048776936484 0.8735535685394428 0.7008011875615257 0.7432698057312881 0.6545708957186771 -1.6522382914967566 -0.8255809502354587 -0.0630492162069843 0.09656466537175347 4.784047845757221 -0.2999116229618971 1.0 -0.09521426876697493 2.0 0.8730727476647223 2.0 1.0 
0.09297939907330466 0.5390908310210645 -1.690648760642929 -0.9687958490212434 -2.122047779781729 -0.8655698935555328 0.6907194331134932 0.9530277360164857 0.7508154381768245 0.5045748866215244 -0.022876013972645604 1.0694208898154727 -0.15303335279485686 1.2889329270984367 -0.8860826233320587 -0.7318626446241318 -2.283818733232041E-6 -2.089336735175978 2.0 0.10890019626714686 3.0 0.07160339670708138 1.0 1.0 
0.7484627913502274 0.12998463462203058 0.9202344034691525 -0.9572633833590813 0.10959732406262142 0.033750337376600825 0.5132423415445369 0.19481523764862924 0.46556211886331367 -0.0057138210517624355 -0.8540169741027479 0.3770360909502763 1.1545801680871357 -0.9086684798453615 1.1573679976898543 -0.653643853030832 0.11333987015996756 0.010352357896870244 3.0 0.06480747406456698 1.0 0.9134605034524927 2.0 0.0 
0.22796067291539324 0.8950971436937832 0.3323547054574915 -0.28316668995349 2.487592710795764 2.0947538555538534 0.9053011212546079 0.13940069559439838 0.5972138486672021 0.12967718506232492 0.9472583304662547 0.24773062143537514 1.0288071668042913 -0.9827156995781475 0.07754561683807688 -0.25211303119040807 0.05875741958527518 46.910922781375504 4.0 0.23054230924309455 1.0 0.5905751819695833 2.0 0.0 
0.9182710945425198 0.35248235989059895 0.5479845049459372 0.14552346426294605 0.9887921362815064 -0.1763635697033863 0.38828807772296037 0.306978068938933 0.5815631877171988 0.20226916746122084 -0.6839041715545182 0.3966447326902414 -0.9856648144544106 -1.1083736402336133 0.6378512334599535 -0.9380887850066051 -2.353628369179403 -0.2932938539313178 5.0 0.13176997221897713 3.0 0.5067066263840382 0.0 0.0 
0.727504390086651 0.8349343259132506 -1.1953502824148359 1.0243041332500875 -0.6310988421735447 0.8027441862845398 0.4189985405848987 0.09655381744357555 0.3692602348370563 0.10707230633677106 -0.16373842200922262 0.8930087024469365 1.053901441730127 -0.8284936655994792 -0.33905621326345003 -0.9818728881122112 -9.50386082921925 0.549668983145975 6.0 0.21859283014496894 3.0 0.0820415295633985 0.0 2.0 
0.21484890465956352 0.26815608504028376 -0.4714377461482579 1.0696430310551774 1.4256748459628323 1.397547715351254 0.8855215108842474 0.8681253075692245 0.9718112786151342 0.9313349659213753 -0.7324776103352102 0.4562934887864496 -1.1863542757663295 -0.8107743357307645 0.11164419364485766 -0.36521198651661707 -2.6886653241587144 1.32599557677104 7.0 0.08639251269846179 2.0 0.1342148840522095 2.0 2.0 
0.3854238031210797 0.35669933702182255 -1.6015788526121315 -1.9101166253454012 -0.9800307391158981 -0.7491339413130091 0.18266000296837026 0.26809910754644284 0.5230519132745456 0.1837445417121678 0.5234329088661707 0.697733035133815 -0.41366224824911424 1.077703589702346 -0.3009088926411761 -0.13069785503344536 7.827864322866141E-5 7.0567579674059 8.0 0.01989721012545846 2.0 0.44793234136941606 2.0 0.0 
0.3231081687942743 0.6128135872620827 -1.222405467104707 -1.141432250631375 0.2817028900482016 -0.8242999455631919 0.47384482179137777 0.23232328538224514 0.675448089990911 0.2795411095265361 -0.347662675168122 0.9442968819049098 0.7175653693819075 -0.8633576228799799 0.8468654965214347 0.9109167965304271 7.8929553556244E-6 -10.513567056943533 9.0 0.1214875277537883 1.0 0.6683673216857662 1.0 0.0 
0.630503386791599 0.5540234272762871 -0.2243096523317684 -0.05279533205557341 0.8286598809565698 0.483279322036797 0.5571124922572218 0.925111446077038 0.13485975784891957 -0.02534915678102262 0.2635746267092889 0.9814573709211027 -1.382327082104705 -0.880390918157875 1.0659175748591414 -0.11443724906795007 4.244994875839068 -2.4519729798163623 10.0 0.03250039645337009 2.0 0.6899673482860696 2.0 1.0 
0.2911614580613858 0.9294821314790983 0.7661596942583079 0.39066045446015435 -1.3372461064359147 -0.891815181945564 0.028987352849954684 0.039692903009149315 0.5367866781949062 0.17998106719290194 -0.43860435346776216 0.7678739095873577 1.0784400126554454 -0.7594805143094975 -0.20552858514293684 0.31711382932149 -2.294581448496058E-4 -0.5507663076308453 11.0 0.0779025597375139 2.0 0.18564005137861672 0.0 1.0 
0.7822732422303833 0.043539112916593514 1.0938214205582522 0.0696832706038801 -0.6763485370563157 0.11366142551682706 0.10951142540195391 0.09423685998862937 0.928067578422337 0.7925550545965255 0.709037399773214 0.4525220101389515 -0.9390857268423596 -1.0337001964114354 -0.44310952774041756 -1.2671666041859653 -1.0556913516561498E-6 33.54653499539793 12.0 0.18053566753412637 1.0 0.8781739847560923 2.0 1.0 
0.8776581738702594 0.5809735874068702 -0.5416244459709515 1.604570857158622 -0.9529848435538792 -1.2568111456641957 0.07832667459788689 0.13900151139616615 0.13448296045998576 0.07977444878673243 0.4538539431551798 0.8527948259460915 0.8946636410089085 -0.9481737609573856 0.25777103505230037 -1.3894019734499334 -0.010895322372011677 1.1126917065310787E-9 13.0 0.11780697836554005 3.0 0.9476804687997622 1.0 2.0 
0.2305410422646632 0.3813051719205792 -0.8459686064994147 -0.3483624232696198 -1.567428656622385 -1.3520887616387902 0.7046894815249347 0.4642323318638958 0.27401126662876263 0.058002958328137524 -0.9480911027022354 -0.09124347893782639 1.3335749469984954 -1.2616594017287164 0.9610201743752846 0.4550335805807861 -8.105017305019942 -30.568598285304716 14.0 0.22795019155426346 2.0 0.684667129225414 2.0 2.0 
0.5181572026386686 0.9351530570615189 1.3128300564339042 -0.6184151746498542 -0.5217161387091067 -0.20748137473872377 0.36634274303544645 0.16522941963416268 0.35105782473520897 -0.025618386229682974 0.464145989626068 0.9692810425513763 -0.7725754418435881 -0.8598877495874102 -0.8361285277608794 -1.0024140482118502 -2.2086305523986014E-8 -0.014258881889490324 15.0 0.24672773454584407 0.0 0.2960127043397438 1.0 2.0 
0.8983039190765896 0.08470316412212375 0.18541194970946565 -0.3088474217659986 -0.7821390963053341 -2.198792645487452 0.6593673540441429 0.8716589061419364 0.03193965374771135 0.010890616870019187 -0.828593964357158 0.3385857471642908 0.2586841855726849 1.0004352300976944 -0.09488509531653934 0.4204845440657162 3.044550352819966 -2.7486026267439727 16.0 0.2331719211435526 0.0 0.8698753516021082 1.0 0.0 
0.942015683614044 0.6464834566872129 -1.8692456767960024 -2.0760245324804316 0.01800410125083557 -0.5019621227049416 0.5741332596633703 0.3951461701875632 0.14385959406787663 0.011572900456653745 -0.7948664815794004 0.46435476880122145 1.4211727623068398 -1.0982885026589124 0.027106915574421714 0.03247572710964107 11.526588077157289 0.008692309240273916 17.0 0.3134253656788853 2.0 0.2667534234608744 1.0 2.0 
0.6120882283500878 0.9221760461452105 -0.2701715102510057 -0.7551787771350176 1.5909340385485355 2.26445124643004 0.6493910509631379 0.7434588680492691 0.4276287651959805 0.08669181345290598 -0.02214396092571569 1.0805344847381328 0.18523271253311613 1.4175162703141244 -0.5340574939409808 -0.9460208972337696 0.09086927266065094 -0.14938375758267258 18.0 0.3818429922246968 1.0 0.5574646091575577 1.0 0.0 
